Date,Away team,Home team
5/21/2022,Tampa Bay Rays,Baltimore Orioles
5/21/2022,Seattle Mariners,Boston Red Sox
5/21/2022,Arizona D'Backs,Chicago Cubs
5/21/2022,New York Mets,Colorado Rockies
5/21/2022,New York Mets,Colorado Rockies
5/21/2022,Texas Rangers,Houston Astros
5/21/2022,Minnesota Twins,Kansas City Royals
5/21/2022,Atlanta Braves,Miami Marlins
5/21/2022,Washington Nationals,Milwaukee Brewers
5/21/2022,Chicago White Sox,New York Yankees
5/21/2022,Los Angeles Dodgers,Philadelphia Phillies
5/21/2022,St. Louis Cardinals,Pittsburgh Pirates
5/21/2022,San Diego Padres,San Francisco Giants
5/21/2022,Cincinnati Reds,Toronto Blue Jays
5/22/2022,Oakland Athletics,Los Angeles Angels
5/22/2022,Tampa Bay Rays,Baltimore Orioles
5/22/2022,Seattle Mariners,Boston Red Sox
5/22/2022,Arizona D'Backs,Chicago Cubs
5/22/2022,Detroit Tigers,Cleveland Guardians
5/22/2022,New York Mets,Colorado Rockies
5/22/2022,Texas Rangers,Houston Astros
5/22/2022,Minnesota Twins,Kansas City Royals
5/22/2022,Atlanta Braves,Miami Marlins
5/22/2022,Washington Nationals,Milwaukee Brewers
5/22/2022,Chicago White Sox,New York Yankees
5/22/2022,Chicago White Sox,New York Yankees
5/22/2022,Los Angeles Dodgers,Philadelphia Phillies
5/22/2022,St. Louis Cardinals,Pittsburgh Pirates
5/22/2022,San Diego Padres,San Francisco Giants
5/22/2022,Cincinnati Reds,Toronto Blue Jays
5/23/2022,Kansas City Royals,Arizona D'Backs
5/23/2022,Philadelphia Phillies,Atlanta Braves
5/23/2022,Chicago Cubs,Cincinnati Reds
5/23/2022,Cleveland Guardians,Houston Astros
5/23/2022,Detroit Tigers,Minnesota Twins
5/23/2022,Baltimore Orioles,New York Yankees
5/23/2022,Colorado Rockies,Pittsburgh Pirates
5/23/2022,Milwaukee Brewers,San Diego Padres
5/23/2022,Oakland Athletics,Seattle Mariners
5/23/2022,New York Mets,San Francisco Giants
5/23/2022,Toronto Blue Jays,St. Louis Cardinals
5/23/2022,Los Angeles Dodgers,Washington Nationals
5/24/2022,Texas Rangers,Los Angeles Angels
5/24/2022,Kansas City Royals,Arizona D'Backs
5/24/2022,Philadelphia Phillies,Atlanta Braves
5/24/2022,Boston Red Sox,Chicago White Sox
5/24/2022,Chicago Cubs,Cincinnati Reds
5/24/2022,Cleveland Guardians,Houston Astros
5/24/2022,Detroit Tigers,Minnesota Twins
5/24/2022,Baltimore Orioles,New York Yankees
5/24/2022,Colorado Rockies,Pittsburgh Pirates
5/24/2022,Milwaukee Brewers,San Diego Padres
5/24/2022,Oakland Athletics,Seattle Mariners
5/24/2022,New York Mets,San Francisco Giants
5/24/2022,Toronto Blue Jays,St. Louis Cardinals
5/24/2022,Miami Marlins,Tampa Bay Rays
5/24/2022,Los Angeles Dodgers,Washington Nationals
5/25/2022,Texas Rangers,Los Angeles Angels
5/25/2022,Philadelphia Phillies,Atlanta Braves
5/25/2022,Boston Red Sox,Chicago White Sox
5/25/2022,Chicago Cubs,Cincinnati Reds
5/25/2022,Cleveland Guardians,Houston Astros
5/25/2022,Detroit Tigers,Minnesota Twins
5/25/2022,Baltimore Orioles,New York Yankees
5/25/2022,Colorado Rockies,Pittsburgh Pirates
5/25/2022,Milwaukee Brewers,San Diego Padres
5/25/2022,Oakland Athletics,Seattle Mariners
5/25/2022,New York Mets,San Francisco Giants
5/25/2022,Miami Marlins,Tampa Bay Rays
5/25/2022,Los Angeles Dodgers,Washington Nationals
5/26/2022,Toronto Blue Jays,Los Angeles Angels
5/26/2022,Los Angeles Dodgers,Arizona D'Backs
5/26/2022,Philadelphia Phillies,Atlanta Braves
5/26/2022,Boston Red Sox,Chicago White Sox
5/26/2022,Chicago Cubs,Cincinnati Reds
5/26/2022,Cleveland Guardians,Detroit Tigers
5/26/2022,Kansas City Royals,Minnesota Twins
5/26/2022,Texas Rangers,Oakland Athletics
5/26/2022,Milwaukee Brewers,St. Louis Cardinals
5/26/2022,New York Yankees,Tampa Bay Rays
5/26/2022,Colorado Rockies,Washington Nationals
5/27/2022,Toronto Blue Jays,Los Angeles Angels
5/27/2022,Los Angeles Dodgers,Arizona D'Backs
5/27/2022,Miami Marlins,Atlanta Braves
5/27/2022,Baltimore Orioles,Boston Red Sox
5/27/2022,San Francisco Giants,Cincinnati Reds
5/27/2022,Kansas City Royals,Minnesota Twins
5/27/2022,Philadelphia Phillies,New York Mets
5/27/2022,Texas Rangers,Oakland Athletics
5/27/2022,Pittsburgh Pirates,San Diego Padres
5/27/2022,Houston Astros,Seattle Mariners
5/27/2022,Milwaukee Brewers,St. Louis Cardinals
5/27/2022,New York Yankees,Tampa Bay Rays
5/28/2022,Toronto Blue Jays,Los Angeles Angels
5/28/2022,Los Angeles Dodgers,Arizona D'Backs
5/28/2022,Miami Marlins,Atlanta Braves
5/28/2022,Baltimore Orioles,Boston Red Sox
5/28/2022,Baltimore Orioles,Boston Red Sox
5/28/2022,Chicago Cubs,Chicago White Sox
5/28/2022,San Francisco Giants,Cincinnati Reds
5/28/2022,Cleveland Guardians,Detroit Tigers
5/28/2022,Kansas City Royals,Minnesota Twins
5/28/2022,Philadelphia Phillies,New York Mets
5/28/2022,Texas Rangers,Oakland Athletics
5/28/2022,Pittsburgh Pirates,San Diego Padres
5/28/2022,Houston Astros,Seattle Mariners
5/28/2022,Milwaukee Brewers,St. Louis Cardinals
5/28/2022,New York Yankees,Tampa Bay Rays
5/28/2022,Colorado Rockies,Washington Nationals
5/28/2022,Colorado Rockies,Washington Nationals
5/29/2022,Toronto Blue Jays,Los Angeles Angels
5/29/2022,Los Angeles Dodgers,Arizona D'Backs
5/29/2022,Miami Marlins,Atlanta Braves
5/29/2022,Baltimore Orioles,Boston Red Sox
5/29/2022,Chicago Cubs,Chicago White Sox
5/29/2022,San Francisco Giants,Cincinnati Reds
5/29/2022,Cleveland Guardians,Detroit Tigers
5/29/2022,Kansas City Royals,Minnesota Twins
5/29/2022,Philadelphia Phillies,New York Mets
5/29/2022,Texas Rangers,Oakland Athletics
5/29/2022,Pittsburgh Pirates,San Diego Padres
5/29/2022,Houston Astros,Seattle Mariners
5/29/2022,Milwaukee Brewers,St. Louis Cardinals
5/29/2022,New York Yankees,Tampa Bay Rays
5/29/2022,Colorado Rockies,Washington Nationals
5/30/2022,Atlanta Braves,Arizona D'Backs
5/30/2022,Baltimore Orioles,Boston Red Sox
5/30/2022,Milwaukee Brewers,Chicago Cubs
5/30/2022,Milwaukee Brewers,Chicago Cubs
5/30/2022,Kansas City Royals,Cleveland Guardians
5/30/2022,Miami Marlins,Colorado Rockies
5/30/2022,Minnesota Twins,Detroit Tigers
5/30/2022,Pittsburgh Pirates,Los Angeles Dodgers
5/30/2022,Washington Nationals,New York Mets
5/30/2022,Houston Astros,Oakland Athletics
5/30/2022,San Francisco Giants,Philadelphia Phillies
5/30/2022,San Diego Padres,St. Louis Cardinals
5/30/2022,Tampa Bay Rays,Texas Rangers
5/31/2022,Atlanta Braves,Arizona D'Backs
5/31/2022,Seattle Mariners,Baltimore Orioles
5/31/2022,Cincinnati Reds,Boston Red Sox
5/31/2022,Milwaukee Brewers,Chicago Cubs
5/31/2022,Kansas City Royals,Cleveland Guardians
5/31/2022,Minnesota Twins,Detroit Tigers
5/31/2022,Minnesota Twins,Detroit Tigers
5/31/2022,Pittsburgh Pirates,Los Angeles Dodgers
5/31/2022,Los Angeles Angels,New York Yankees
5/31/2022,Washington Nationals,New York Mets
5/31/2022,Houston Astros,Oakland Athletics
5/31/2022,San Francisco Giants,Philadelphia Phillies
5/31/2022,San Diego Padres,St. Louis Cardinals
5/31/2022,Tampa Bay Rays,Texas Rangers
5/31/2022,Chicago White Sox,Toronto Blue Jays
6/1/2022,Atlanta Braves,Arizona D'Backs
6/1/2022,Seattle Mariners,Baltimore Orioles
6/1/2022,Cincinnati Reds,Boston Red Sox
6/1/2022,Milwaukee Brewers,Chicago Cubs
6/1/2022,Kansas City Royals,Cleveland Guardians
6/1/2022,Miami Marlins,Colorado Rockies
6/1/2022,Miami Marlins,Colorado Rockies
6/1/2022,Minnesota Twins,Detroit Tigers
6/1/2022,Pittsburgh Pirates,Los Angeles Dodgers
6/1/2022,Washington Nationals,New York Mets
6/1/2022,Houston Astros,Oakland Athletics
6/1/2022,San Francisco Giants,Philadelphia Phillies
6/1/2022,San Diego Padres,St. Louis Cardinals
6/1/2022,Tampa Bay Rays,Texas Rangers
6/1/2022,Chicago White Sox,Toronto Blue Jays
6/2/2022,Seattle Mariners,Baltimore Orioles
6/2/2022,St. Louis Cardinals,Chicago Cubs
6/2/2022,Washington Nationals,Cincinnati Reds
6/2/2022,Atlanta Braves,Colorado Rockies
6/2/2022,Minnesota Twins,Detroit Tigers
6/2/2022,New York Mets,Los Angeles Dodgers
6/2/2022,San Francisco Giants,Miami Marlins
6/2/2022,San Diego Padres,Milwaukee Brewers
6/2/2022,Los Angeles Angels,New York Yankees
6/2/2022,Los Angeles Angels,New York Yankees
6/2/2022,Tampa Bay Rays,Texas Rangers
6/2/2022,Chicago White Sox,Toronto Blue Jays
6/3/2022,Cleveland Guardians,Baltimore Orioles
6/3/2022,St. Louis Cardinals,Chicago Cubs
6/3/2022,Washington Nationals,Cincinnati Reds
6/3/2022,Atlanta Braves,Colorado Rockies
6/3/2022,Houston Astros,Kansas City Royals
6/3/2022,New York Mets,Los Angeles Dodgers
6/3/2022,San Francisco Giants,Miami Marlins
6/3/2022,San Diego Padres,Milwaukee Brewers
6/3/2022,Detroit Tigers,New York Yankees
6/3/2022,Boston Red Sox,Oakland Athletics
6/3/2022,Los Angeles Angels,Philadelphia Phillies
6/3/2022,Arizona D'Backs,Pittsburgh Pirates
6/3/2022,Chicago White Sox,Tampa Bay Rays
6/3/2022,Seattle Mariners,Texas Rangers
6/3/2022,Minnesota Twins,Toronto Blue Jays
6/4/2022,Cleveland Guardians,Baltimore Orioles
6/4/2022,St. Louis Cardinals,Chicago Cubs
6/4/2022,St. Louis Cardinals,Chicago Cubs
6/4/2022,Washington Nationals,Cincinnati Reds
6/4/2022,Atlanta Braves,Colorado Rockies
6/4/2022,Houston Astros,Kansas City Royals
6/4/2022,New York Mets,Los Angeles Dodgers
6/4/2022,San Francisco Giants,Miami Marlins
6/4/2022,San Diego Padres,Milwaukee Brewers
6/4/2022,Detroit Tigers,New York Yankees
6/4/2022,Boston Red Sox,Oakland Athletics
6/4/2022,Los Angeles Angels,Philadelphia Phillies
6/4/2022,Arizona D'Backs,Pittsburgh Pirates
6/4/2022,Chicago White Sox,Tampa Bay Rays
6/4/2022,Seattle Mariners,Texas Rangers
6/4/2022,Minnesota Twins,Toronto Blue Jays
6/5/2022,Cleveland Guardians,Baltimore Orioles
6/5/2022,St. Louis Cardinals,Chicago Cubs
6/5/2022,Washington Nationals,Cincinnati Reds
6/5/2022,Atlanta Braves,Colorado Rockies
6/5/2022,Houston Astros,Kansas City Royals
6/5/2022,New York Mets,Los Angeles Dodgers
6/5/2022,San Francisco Giants,Miami Marlins
6/5/2022,San Diego Padres,Milwaukee Brewers
6/5/2022,Detroit Tigers,New York Yankees
6/5/2022,Boston Red Sox,Oakland Athletics
6/5/2022,Los Angeles Angels,Philadelphia Phillies
6/5/2022,Arizona D'Backs,Pittsburgh Pirates
6/5/2022,Chicago White Sox,Tampa Bay Rays
6/5/2022,Seattle Mariners,Texas Rangers
6/5/2022,Minnesota Twins,Toronto Blue Jays
6/6/2022,Boston Red Sox,Los Angeles Angels
6/6/2022,Arizona D'Backs,Cincinnati Reds
6/6/2022,Seattle Mariners,Houston Astros
6/6/2022,Toronto Blue Jays,Kansas City Royals
6/6/2022,New York Mets,San Diego Padres
6/7/2022,Boston Red Sox,Los Angeles Angels
6/7/2022,Oakland Athletics,Atlanta Braves
6/7/2022,Chicago Cubs,Baltimore Orioles
6/7/2022,Los Angeles Dodgers,Chicago White Sox
6/7/2022,Arizona D'Backs,Cincinnati Reds
6/7/2022,Texas Rangers,Cleveland Guardians
6/7/2022,Texas Rangers,Cleveland Guardians
6/7/2022,Seattle Mariners,Houston Astros
6/7/2022,Toronto Blue Jays,Kansas City Royals
6/7/2022,Washington Nationals,Miami Marlins
6/7/2022,Philadelphia Phillies,Milwaukee Brewers
6/7/2022,New York Yankees,Minnesota Twins
6/7/2022,Detroit Tigers,Pittsburgh Pirates
6/7/2022,New York Mets,San Diego Padres
6/7/2022,Colorado Rockies,San Francisco Giants
6/7/2022,St. Louis Cardinals,Tampa Bay Rays
6/8/2022,Boston Red Sox,Los Angeles Angels
6/8/2022,Oakland Athletics,Atlanta Braves
6/8/2022,Los Angeles Dodgers,Chicago White Sox
6/8/2022,Arizona D'Backs,Cincinnati Reds
6/8/2022,Texas Rangers,Cleveland Guardians
6/8/2022,Seattle Mariners,Houston Astros
6/8/2022,Toronto Blue Jays,Kansas City Royals
6/8/2022,Washington Nationals,Miami Marlins
6/8/2022,Philadelphia Phillies,Milwaukee Brewers
6/8/2022,New York Yankees,Minnesota Twins
6/8/2022,Detroit Tigers,Pittsburgh Pirates
6/8/2022,New York Mets,San Diego Padres
6/8/2022,Colorado Rockies,San Francisco Giants
6/8/2022,St. Louis Cardinals,Tampa Bay Rays
6/9/2022,Boston Red Sox,Los Angeles Angels
6/9/2022,Pittsburgh Pirates,Atlanta Braves
6/9/2022,Los Angeles Dodgers,Chicago White Sox
6/9/2022,Arizona D'Backs,Cincinnati Reds
6/9/2022,Oakland Athletics,Cleveland Guardians
6/9/2022,Baltimore Orioles,Kansas City Royals
6/9/2022,Washington Nationals,Miami Marlins
6/9/2022,Philadelphia Phillies,Milwaukee Brewers
6/9/2022,New York Yankees,Minnesota Twins
6/9/2022,Colorado Rockies,San Francisco Giants
6/9/2022,St. Louis Cardinals,Tampa Bay Rays
6/10/2022,New York Mets,Los Angeles Angels
6/10/2022,Pittsburgh Pirates,Atlanta Braves
6/10/2022,Texas Rangers,Chicago White Sox
6/10/2022,Oakland Athletics,Cleveland Guardians
6/10/2022,Toronto Blue Jays,Detroit Tigers
6/10/2022,Miami Marlins,Houston Astros
6/10/2022,Baltimore Orioles,Kansas City Royals
6/10/2022,Tampa Bay Rays,Minnesota Twins
6/10/2022,Chicago Cubs,New York Yankees
6/10/2022,Arizona D'Backs,Philadelphia Phillies
6/10/2022,Colorado Rockies,San Diego Padres
6/10/2022,Boston Red Sox,Seattle Mariners
6/10/2022,Los Angeles Dodgers,San Francisco Giants
6/10/2022,Cincinnati Reds,St. Louis Cardinals
6/10/2022,Milwaukee Brewers,Washington Nationals
6/11/2022,New York Mets,Los Angeles Angels
6/11/2022,Pittsburgh Pirates,Atlanta Braves
6/11/2022,Texas Rangers,Chicago White Sox
6/11/2022,Oakland Athletics,Cleveland Guardians
6/11/2022,Toronto Blue Jays,Detroit Tigers
6/11/2022,Miami Marlins,Houston Astros
6/11/2022,Baltimore Orioles,Kansas City Royals
6/11/2022,Tampa Bay Rays,Minnesota Twins
6/11/2022,Chicago Cubs,New York Yankees
6/11/2022,Arizona D'Backs,Philadelphia Phillies
6/11/2022,Colorado Rockies,San Diego Padres
6/11/2022,Colorado Rockies,San Diego Padres
6/11/2022,Boston Red Sox,Seattle Mariners
6/11/2022,Los Angeles Dodgers,San Francisco Giants
6/11/2022,Cincinnati Reds,St. Louis Cardinals
6/11/2022,Milwaukee Brewers,Washington Nationals
6/12/2022,New York Mets,Los Angeles Angels
6/12/2022,Pittsburgh Pirates,Atlanta Braves
6/12/2022,Texas Rangers,Chicago White Sox
6/12/2022,Oakland Athletics,Cleveland Guardians
6/12/2022,Toronto Blue Jays,Detroit Tigers
6/12/2022,Miami Marlins,Houston Astros
6/12/2022,Baltimore Orioles,Kansas City Royals
6/12/2022,Tampa Bay Rays,Minnesota Twins
6/12/2022,Chicago Cubs,New York Yankees
6/12/2022,Arizona D'Backs,Philadelphia Phillies
6/12/2022,Colorado Rockies,San Diego Padres
6/12/2022,Boston Red Sox,Seattle Mariners
6/12/2022,Los Angeles Dodgers,San Francisco Giants
6/12/2022,Cincinnati Reds,St. Louis Cardinals
6/12/2022,Milwaukee Brewers,Washington Nationals
6/13/2022,Cincinnati Reds,Arizona D'Backs
6/13/2022,San Diego Padres,Chicago Cubs
6/13/2022,Chicago White Sox,Detroit Tigers
6/13/2022,Miami Marlins,Philadelphia Phillies
6/13/2022,Minnesota Twins,Seattle Mariners
6/13/2022,Kansas City Royals,San Francisco Giants
6/13/2022,Pittsburgh Pirates,St. Louis Cardinals
6/13/2022,Houston Astros,Texas Rangers
6/13/2022,Baltimore Orioles,Toronto Blue Jays
6/13/2022,Atlanta Braves,Washington Nationals
6/14/2022,Cincinnati Reds,Arizona D'Backs
6/14/2022,Oakland Athletics,Boston Red Sox
